,DATE,RICE,WHEAT,RAW_OIL,REFINED_HYDROCARBONE,PEANUT_PRODUCTS_QTE,PEANUT_PRODUCTS_VALUE,PECHE,PRINCIPAL,INTERETS,IMPOT_REVENU_ET_SOCIETE,IMPOT_EMPLOYEUR_CFCE,TAXE_BIENS_SERVICES,TAXE_COMMERCE_EXTERIEUR,IMPOT_SUR_PROPRIETE_AUTRES_IMP,FOND_SEC_PP_FSIP,RECETTES_NON_FISCALES,MASSE_SALARIALE,FRAIS_HOSPITALISATION,EFFECTIF,OIGNON_LOCAL,OIGNON_IMPORTE,CEREALES_LOCALES_SOUNA,CEREALES_LOCALES_SORGHO,CEREALES_LOCALES_MAIS,RIZ_BRISE_PARFUME_LUXE,RIZ_BRISE_PARFUME_ORDIN,RIZ_BRISE_NON_PARFUME,RIZ_BRISE_INDIEN_ORD,RIZ_BRISE_LOCAL,AERIEN_MVTS_AERONEFS,AERIEN_PASSAGERS_DEPARTS,AERIEN_PASSAGERS_ARRIVEES,AERIEN_PASSAGERS_TRANSIT,AERIEN_FRET_DEPARTS,AERIEN_FRET_ARRIVEES,MARIT_EMBRQMT_MARCHNDIS_DIV,MARIT_EMBRQMT_PHOSPAHTES,MARIT_EMBARQMT_PRODUIS_MER,MARIT_DEBARQMT_MARCHDIS_DIV,MARIT_DEBARQMT_PETROLE_BRUT,MARIT_DEBARQMT_HYDROCARB_RAFF,MARIT_PDUIT_MER_DEBARQUEMENT,MARIT_PDUIT_MER_TRANSBORDEMENT,RECETTES_FISCALES,RECETTES_BUDGETAIRES,RECETTES_BUDGETAIRES_DIFF,Année,Mois,Trimestre,RECETTES_BUDGETAIRES_lag_1,RECETTES_BUDGETAIRES_lag_2,RECETTES_BUDGETAIRES_lag_3,RECETTES_BUDGETAIRES_lag_6,RECETTES_BUDGETAIRES_lag_12,RECETTES_BUDGETAIRES_ma_3,RECETTES_BUDGETAIRES_ma_6,RECETTES_BUDGETAIRES_ma_12,Mois_sin,Mois_cos,Trimestre_sin,Trimestre_cos
30,2011-07-01,67.918906,38.493547,1.663363,82.598391,5.21646,2.036197951,10.614,52.4,45.6,24.4,1.1,73.7,30.2,3.1,3.8,2.5,36.935227466,0.664051869,89211.0,279.09090909090907,400.0,217.88636363636363,226.27272727272728,213.52272727272728,402.0,336.3636363636364,298.27272727272725,300.0,290.55555555555554,3179.0,74558.0,74686.0,11901.0,1275.15,871.448,242.801,3.1,10.614,1090.258246,1.663363,82.598391,6.941,2.468,136.3,138.8,28.900000000000006,2011,7,3,109.9,77.5,153.6,87.2,101.6,108.73333333333335,113.43333333333332,106.11666666666667,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
31,2011-08-01,87.575832,43.047138,128.087267,90.988076,9.866384,5.484332061,7.992,52.4,45.6,18.9,1.0,39.4,6.7,4.6,0.0,4.4,36.489145084,0.69281488,89234.0,305.303,375.0,220.152,230.758,221.061,400.0,336.818,300.303,300.0,288.519,2675.0,72585.0,58277.0,10740.0,1086.602,983.088,216.755,22.35,7.992,474.563657,128.087267,90.988076,6.575,3.005,70.6,75.0,-63.80000000000001,2011,8,3,138.8,109.9,77.5,111.3,96.0,107.90000000000002,107.38333333333333,104.36666666666667,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
32,2011-09-01,39.438449,36.8959,122.902106,67.773309,18.061205,7.210665925,5.445,52.4,45.6,21.1,1.0,60.9,31.2,5.4,4.8,1.3,35.572016962,0.700799406,90090.0,493.0,519.0,196.0,209.0,193.0,408.0,351.0,290.0,250.0,272.0,3084.0,67765.0,61860.0,5547.0,840.372,1063.121,193.085,22.5,5.445,620.6685850000001,122.902106,67.773309,6.347,4.229,124.4,125.7,50.7,2011,9,3,75.0,138.8,109.9,89.5,91.2,113.16666666666667,113.41666666666667,107.24166666666667,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
33,2011-10-01,66.897062,46.35541,0.142833,76.892081,6.252299,3.953710045,7.564,85.9,63.9,13.3,1.1,64.6,13.9,3.4,0.0,8.4,38.051128811,0.590822999,90365.0,329.1666666666667,321.8181818181818,224.8181818181818,237.22727272727272,221.8,396.25,345.0,311.1818181818182,300.0,299.030303030303,3476.0,63505.0,73950.0,11608.0,806.235,997.76,191.32,8.0,7.564,968.511086,0.142833,76.892081,3.515,2.151,96.3,104.70000000000002,-20.999999999999986,2011,10,4,125.7,75.0,138.8,153.6,97.20000000000002,101.80000000000001,105.26666666666667,107.86666666666667,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
34,2011-11-01,81.215186,13.06084,0.198165,102.792742,572.17159,0.416791584,3.053,85.9,63.9,26.8,0.6,50.1,20.8,3.9,1.8,3.6,36.70409695233333,0.661479095,90675.0,0.0,295.0,223.0,231.0,215.0,372.0,347.0,311.0,0.0,288.0,3704.0,70285.0,80142.0,12120.0,727.737,776.349,191.01,23.72,3.053,566.444093,0.198165,102.792742,4.873,3.836,104.0,107.6,2.8999999999999773,2011,11,4,104.70000000000002,125.7,75.0,77.5,88.5,112.66666666666667,110.28333333333335,109.45833333333336,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
35,2011-12-01,65.177394,37.992825,124.491264,182.582116,6.460862,4.509889423,6.548,85.9,63.9,30.5,1.2,81.8,20.4,6.6,10.0,5.1,36.77574757511111,0.6510338333333333,91401.0,0.0,296.0,224.0,240.0,227.0,406.0,361.0,313.0,0.0,292.0,3396.0,77813.0,90920.0,25854.0,1248.044,596.121,324.494,15.5,6.548,498.71462,124.491264,182.582116,5.731,3.798,150.5,155.6,48.0,2011,12,4,107.6,104.70000000000002,125.7,109.9,132.70000000000002,122.63333333333334,117.90000000000002,111.36666666666667,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
36,2012-01-01,66.944311,62.763895,122.745025,27.820002,3.312694,1.700544147,14.093,16.6,6.0,25.0,1.6,48.9,13.5,3.4,0.0,1.5,38.825541855,0.714612899,90934.0,0.0,293.75,224.3181818181818,236.5909090909091,228.75,422.9166666666667,391.8181818181818,311.8939393939394,311.5,294.65909090909093,3224.0,82757.0,82592.0,19345.0,1257.474,864.654,279.423,27.95,14.093,639.227973,122.745025,27.820002,4.934,13.477,92.4,93.9,-61.69999999999999,2012,1,1,155.6,107.6,104.70000000000002,138.8,87.2,119.03333333333335,110.41666666666669,111.92500000000001,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
37,2012-02-01,84.310554,21.22479,0.0892,107.458258,3.70457,1.054745227,13.234,16.6,6.0,49.2,1.4,46.6,14.4,5.6,1.6,1.3,35.736149409,0.01434,92098.0,302.0,342.0,223.0,240.0,229.0,452.0,432.0,319.0,315.0,299.0,3241.0,71412.0,56385.0,8421.0,1052.426,947.95,195.195,27.2,13.234,523.876542,0.0892,107.458258,3.992,24.581,118.8,120.1,26.19999999999999,2012,2,1,93.9,155.6,107.6,75.0,111.3,123.2,117.93333333333332,112.65833333333335,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
38,2012-03-01,90.213849,31.996,127.147423,51.18055,1.61991,0.727527573,8.931,16.6,6.0,21.0,1.2,53.7,16.0,5.3,3.4,1.6,37.05893477,0.781860596,92627.0,348.6363636363636,450.2272727272728,223.0,239.8,232.44444444444449,520.0,490.4629629629629,318.8181818181818,311.0,296.2,2507.0,69728.0,57443.0,9889.0,1556.593,986.342,291.923,20.7,8.931,857.4510270000001,127.147423,51.18055,4.787,33.817,100.6,102.2,-17.89999999999999,2012,3,1,120.1,93.9,155.6,125.7,89.5,105.39999999999999,114.01666666666667,113.71666666666668,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
39,2012-04-01,57.176289,51.741221,0.057487,29.784668,2.34055,0.665994291,19.281,25.6,23.3,48.3,1.3,49.4,10.0,5.0,0.0,3.8,39.232586865,0.528811798,92230.0,257.0,346.0,226.0,245.0,232.0,550.0,475.0,307.0,305.0,292.0,2770.0,74700.0,63883.0,8624.0,1262.353,1019.704,176.26800000000003,34.8,19.281,593.2218449999999,0.057487,29.784668,5.04,38.099,114.0,117.8,15.599999999999994,2012,4,2,102.2,120.1,93.9,104.70000000000002,153.6,113.36666666666667,116.2,110.73333333333333,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0
40,2012-05-01,84.788869,22.0259,123.591636,71.059662,1.99853,0.463249255,22.175,25.6,23.3,30.4,1.1,52.6,15.0,2.9,2.2,26.2,37.587378658,0.765594311,93521.0,234.0909090909091,330.55555555555554,230.22727272727272,251.5,236.11111111111111,462.5,448.5,294.25,295.7142857142857,286.5625,2300.0,64759.0,55616.0,7790.0,1251.5,1094.961,233.094,38.7,22.175,602.365702,123.591636,71.059662,5.57,5.902,104.2,130.4,12.600000000000009,2012,5,2,117.8,102.2,120.1,107.6,77.5,116.8,120.0,115.14166666666667,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
41,2012-06-01,85.232501,57.045906,123.515033,95.70718,1.396684,0.331542717,12.222,25.6,23.3,61.4,1.4,63.2,19.0,4.8,3.7,14.5,37.095796287,0.971429132,94472.0,232.38636363636363,500.0,235.0,261.25,241.25,456.25,449.8863636363636,293.75,293.0952380952381,278.8888888888889,2419.0,61825.0,60956.0,8958.0,1109.103,1087.998,255.133,12.5,12.222,434.031787,123.515033,95.70718,4.38,4.087,153.5,168.0,37.599999999999994,2012,6,2,130.4,117.8,102.2,155.6,109.9,138.73333333333335,122.06666666666668,119.98333333333335,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
42,2012-07-01,79.943761,37.8126,0.47014,81.879327,2.294117,1.711106655,11.701,53.3,31.5,24.860000000000003,1.2,65.1,19.6,4.1,1.7,11.5,39.65382156,0.710291252,94882.0,331.3636363636364,0.0,248.63636363636363,270.0,249.80555555555557,458.75,448.45454545454544,297.54545454545456,293.375,290.6296296296296,2527.0,69980.0,72203.0,10988.0,1420.31,1086.221,248.927,44.5,11.701,928.909533,0.47014,81.879327,4.302,7.913,116.56,128.06,-39.94,2012,7,3,168.0,130.4,117.8,93.9,138.8,142.15333333333334,127.75999999999999,119.08833333333332,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
43,2012-08-01,86.023091,51.085904,127.950804,44.679354,10.983,10.396349385,10.623,53.3,31.5,20.46,1.2,56.0,22.6,3.9,0.8,4.7,36.321306081,0.729897564,94908.0,432.95454545454544,496.2121212121212,263.0681818181818,282.3863636363636,250.55555555555557,475.0,447.7272727272728,295.0,293.57142857142856,283.2142857142857,1965.0,69410.0,61047.0,9562.0,1063.246,841.431,234.799,13.2,10.623,602.697842,127.950804,44.679354,4.032,13.036,104.96,109.66,-18.400000000000006,2012,8,3,128.06,168.0,130.4,120.1,75.0,135.24,126.02000000000002,121.97666666666665,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
44,2012-09-01,64.521261,42.022313,0.361616,106.295026,0.95025,0.258240956,22.235,53.3,31.5,21.3,1.2,51.1,14.7,3.5,0.0,0.9,39.436426449,0.734811942,95271.0,323.375,396.8181818181818,272.3863636363636,287.6363636363636,261.5,472.9166666666667,448.7272727272728,295.72727272727275,295.1666666666667,279.2857142857143,2623.0,71401.0,60838.0,11371.0,1056.923,833.105,216.899,31.1,22.235,566.0473579999999,0.361616,106.295026,4.202,16.422,91.8,92.7,-16.959999999999994,2012,9,3,109.66,128.06,168.0,102.2,125.7,110.14,124.43666666666667,119.22666666666667,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
45,2012-10-01,76.743907,50.351575,127.675829,52.888856,0.2542,0.164206514,12.713,84.0,52.0,21.6,1.2,53.5,17.9,3.5,0.2,1.4,41.057726782,0.67672527,95570.0,0.0,401.8939393939394,265.45454545454544,293.125,235.22727272727272,486.25,449.20454545454544,297.27272727272725,285.0,285.1190476190476,2876.0,61708.0,75961.0,9969.0,941.335,875.296,265.979,37.79,12.713,579.479315,127.675829,52.888856,1.702,11.337,97.9,99.3,6.599999999999994,2012,10,4,92.7,109.66,128.06,117.8,104.70000000000002,100.55333333333333,121.35333333333331,118.77666666666669,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
46,2012-11-01,77.927059,19.636205,0.080394,79.195442,3.455,2.103104494,11.607,84.0,52.0,23.1,1.3,65.4,16.9,3.6,1.5,2.0,38.24885873,0.581357222,95685.0,0.0,385.45454545454544,245.0,272.5,238.36666666666665,473.0,450.3636363636364,297.72727272727275,296.6666666666667,284.75,2631.0,74527.0,81574.0,11159.0,1030.389,939.003,192.26,32.7,11.607,679.8121639999999,0.080394,79.195442,1.391,7.829,111.8,113.8,14.5,2012,11,4,99.3,92.7,109.66,130.4,107.6,101.93333333333334,118.58666666666666,119.29333333333334,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
47,2012-12-01,65.071835,54.96602,127.767633,111.365321,4.26204,1.178240291,7.859,84.0,52.0,33.5,1.3,64.7,14.9,3.5,2.5,0.7,37.564913758,0.744905707,95779.0,0.0,377.27272727272725,234.3181818181818,249.375,231.125,481.25,449.20454545454544,297.72727272727275,295.952380952381,269.58333333333337,2803.0,74078.0,94857.0,13598.0,1243.713,950.644,147.39,37.076,7.859,462.289046,127.767633,111.365321,4.171,3.063,120.4,121.1,7.299999999999997,2012,12,4,113.8,99.3,92.7,168.0,155.6,111.39999999999999,110.77,116.41833333333334,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
48,2013-01-01,62.212058,33.21568,0.027426,75.995202,8.663482,2.68035838,11.346,13.0,15.9,26.2,1.6,53.5,15.8,3.0,0.7,1.0,37.997817275,0.781513885,94655.0,300.0,421.2121212121212,236.06060606060603,249.24242424242425,232.5,481.25,449.09090909090907,297.72727272727275,297.1428571428572,271.4583333333333,3070.0,74098.0,69103.0,12821.0,1267.396,1117.977,223.646,0.0,11.346,598.4633719999999,0.027426,75.995202,4.842,2.772,100.8,101.8,-19.299999999999997,2013,1,1,121.1,113.8,99.3,128.06,93.9,112.23333333333333,106.39333333333333,117.07666666666665,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
49,2013-02-01,87.745073,19.50884,128.828138,45.125919,10.671773,5.364857225,11.383,13.0,15.9,46.5,1.5,47.4,15.0,3.5,0.0,0.7,38.197621595,0.837383575,95082.0,348.1018518518519,393.1818181818182,242.6136363636364,255.6818181818182,238.63636363636363,481.25,450.0,297.72727272727275,297.5,285.97222222222223,3154.0,74282.0,69269.0,12823.0,1237.886,911.344,383.132,114.104,11.383,312.526943,128.828138,45.125919,4.184,2.634,113.9,114.6,12.799999999999997,2013,2,1,101.8,121.1,113.8,109.66,120.1,112.5,107.21666666666668,116.61833333333334,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
50,2013-03-01,93.369208,54.79665,0.708715,44.349279,8.148768,4.848197589,11.486,13.0,15.9,23.0,1.5,49.5,17.3,3.7,0.8,2.7,36.820421362,0.719247819,95381.0,284.54545454545456,345.45454545454544,244.8181818181818,251.13636363636363,240.0,472.0,449.8181818181818,299.45454545454544,299.6666666666667,284.125,3084.0,94132.0,76078.0,15851.0,1986.497,1203.337,503.734,29.9,11.486,874.917006,0.708715,44.349279,5.453,2.988,95.8,98.5,-16.099999999999994,2013,3,1,114.6,101.8,121.1,92.7,102.2,104.96666666666665,108.18333333333334,116.31,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
51,2013-04-01,69.475855,55.16263,127.519811,54.722456,4.537094,3.237239683,14.242,37.7,25.7,24.74,1.4,50.6,17.3,3.4,2.4,1.0,39.347495841,0.692055146,95458.0,215.3409090909091,296.02272727272725,244.88636363636363,256.25,240.5681818181818,470.0,451.4772727272728,297.27272727272725,294.2857142857143,283.75,3228.0,77154.0,66347.0,14628.0,1449.404,842.969,189.488,18.4,14.242,574.637733,127.519811,54.722456,7.799,3.806,99.84000000000002,100.84000000000002,2.3400000000000176,2013,4,2,98.5,114.6,101.8,99.3,117.8,104.64666666666666,108.44,114.89666666666666,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0
52,2013-05-01,67.17734,37.558201,127.605015,38.810783,2.033967,0.543113346,21.334,37.7,25.7,47.4,1.2,57.1,20.4,4.8,1.4,1.4,38.50675165,0.756532557,95946.0,220.45454545454547,309.16666666666663,242.57575757575756,259.09090909090907,241.3333333333333,475.0,450.0,296.2121212121212,294.2708333333333,276.42857142857144,3666.0,71084.0,58732.0,10726.0,988.027,1017.279,252.792,45.264,21.334,600.369202,127.605015,38.810783,7.288,10.515,132.3,133.70000000000002,32.86,2013,5,2,100.84000000000002,98.5,114.6,113.8,130.4,111.01333333333336,111.75666666666666,115.17166666666667,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
53,2013-06-01,79.091857,52.852364,0.391893,64.895095,1.005557,0.688202316,14.384,37.7,25.7,69.8,1.4,60.1,16.4,6.2,0.6,7.7,37.362041013,0.646963791,95949.0,348.6363636363636,325.0,244.72727272727272,259.09090909090907,242.63636363636363,481.25,449.1818181818182,272.3636363636364,271.07142857142856,272.32142857142856,2615.0,65372.0,66926.0,12452.0,1101.683,911.647,226.153,43.234,14.384,799.865797,0.391893,64.895095,5.645,5.478,154.5,162.2,28.49999999999997,2013,6,2,133.70000000000002,100.84000000000002,98.5,121.1,168.0,132.24666666666667,118.60666666666667,114.68833333333333,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
54,2013-07-01,87.290365,22.939123,88.176239,101.658741,4.745757,2.734104025,6.129,44.0,29.2,21.3,1.4,59.8,18.1,3.5,0.4,28.3,40.436619385,0.902399931,96603.0,416.4772727272728,0.0,251.70454545454547,261.1363636363636,244.3181818181818,482.8125,450.0,271.47727272727275,269.1666666666667,289.375,2703.0,68158.0,72587.0,17039.0,1412.332,1003.749,244.538,32.0,6.129,755.79402,88.176239,101.658741,5.609,12.032,104.5,132.8,-29.399999999999977,2013,7,3,162.2,133.70000000000002,100.84000000000002,101.8,128.06,142.9,123.77333333333335,115.08333333333333,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
55,2013-08-01,70.262468,56.866562,0.630509,47.363823,8.027634,4.841310041,7.622,44.0,29.2,19.4,1.4,55.8,14.5,4.2,0.9,1.6,38.128046123,0.94208117,97247.0,504.9242424242424,581.9696969696969,253.0681818181818,257.1969696969697,242.5,493.75,450.0,271.3636363636364,269.72222222222223,274.5833333333333,2403.0,79429.0,68546.0,13018.0,974.658,856.201,272.435,18.58,7.622,1662.506668,0.630509,47.363823,6.004,20.075,96.2,97.8,-35.000000000000014,2013,8,3,132.8,162.2,133.70000000000002,114.6,109.66,130.93333333333334,120.97333333333334,114.09500000000001,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
56,2013-09-01,65.644412,9.76292,128.568738,132.586594,1.71849,1.452507871,12.661,44.0,29.2,18.5,1.3,51.8,19.9,4.0,3.9,14.0,38.960305032,0.52691116,98181.0,450.0,406.8181818181818,260.0,262.6666666666667,244.66666666666663,487.5,450.1666666666667,276.16666666666663,270.0,274.5833333333333,2795.0,75463.0,65090.0,11357.0,894.903,1113.261,221.149703,34.854297,12.661,589.658668,128.568738,132.586594,5.507,20.649,99.4,113.4,15.600000000000009,2013,9,3,97.8,132.8,162.2,98.5,92.7,114.66666666666669,123.45666666666666,115.82000000000001,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
57,2013-10-01,64.287828,54.893635,91.044104,32.835337,5.222978,2.225989951,7.977,80.0,55.4,16.9,1.3,50.2,17.1,3.5,4.0,1.1,40.790904751,0.903507328,98167.0,0.0,321.59090909090907,189.77272727272728,193.29545454545453,140.3409090909091,134.6590909090909,327.27272727272725,203.8636363636364,128.78787878787878,134.54545454545456,2903.0,61881.0,84835.0,14328.0,852.055,1100.128,176.134,118.93,7.977,665.628559,91.044104,32.835337,2.206,5.729,93.0,94.1,-19.30000000000001,2013,10,4,113.4,97.8,132.8,100.84000000000002,99.3,101.76666666666667,122.33333333333333,115.38666666666666,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0
58,2013-11-01,74.788906,62.012384,0.074091,146.194297,0.56386,0.057398487,8.504,80.0,55.4,17.900000000000002,1.2,54.5,18.6,4.5,4.8,1.4,37.25768945,0.828704007,98972.0,0.0,393.939393939394,248.030303030303,249.6969696969697,235.1851851851852,489.5833333333333,449.3939393939394,271.8181818181818,267.38095238095235,264.16666666666663,3007.0,69830.0,73703.0,19207.0,2057.104,1007.474,283.235,43.5,8.504,763.7096119999999,0.074091,146.194297,4.444,4.476,101.5,102.9,8.800000000000011,2013,11,4,94.1,113.4,97.8,133.70000000000002,113.8,103.46666666666668,117.19999999999999,114.47833333333334,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0
59,2013-12-01,81.180794,56.009649,128.674236,80.589094,8.324869,4.789966579,7.864,80.0,55.4,41.2,1.4,72.6,27.6,6.5,2.9,4.3,37.262140024,0.844937642,100797.0,0.0,442.4242424242424,246.2121212121212,245.3030303030303,224.44444444444449,487.5,449.3939393939394,272.42424242424244,268.57142857142856,265.7142857142857,3260.0,69097.0,97433.0,20440.0,1705.153,1009.694,180.139,20.875,7.864,890.3756699999999,128.674236,80.589094,5.19,3.547,152.2,156.5,53.599999999999994,2013,12,4,102.9,94.1,113.4,162.2,121.1,117.83333333333336,116.25,117.42833333333334,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
60,2014-01-01,76.666944,15.15,0.100537,60.286625,1.39504,0.203226622,11.691,15.5,7.6,30.7,1.6,42.749457521,7.38,4.291658216,0.0,1.5,39.89942364,1.07223268,100540.0,0.0,425.75757575757575,249.39393939393935,253.030303030303,227.59259259259252,483.3333333333333,449.09090909090907,271.2121212121212,268.125,260.625,3198.0,79774.0,80177.0,23756.0,1516.586,990.408,307.081,47.97,11.691,724.517838,0.100537,60.286625,5.456,4.567,86.72111573699999,88.22111573699999,-68.27888426300001,2014,1,1,156.5,102.9,94.1,132.8,101.8,115.87370524566667,108.82018595616667,116.29675964475001,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17
61,2014-02-01,58.950313,46.968375,132.464286,61.706099,1.159076,0.753255893,9.637,15.5,7.6,42.0,1.6,55.09111136600001,16.7,4.581382968,2.4,1.7,37.633686167,0.565454991,101052.0,437.08333333333337,525.7575757575759,250.45454545454547,249.16666666666669,227.83333333333331,472.6666666666666,447.4242424242424,271.8181818181818,269.04761904761904,265.23809523809524,2954.0,67584.0,70737.0,18895.0,1364.143,953.89,214.257,74.53,9.637,615.882615,132.464286,61.706099,4.983,3.839,122.372494334,124.072494334,35.85137859700001,2014,2,1,88.22111573699999,156.5,102.9,97.8,114.6,122.93120335700002,113.19893501183333,117.08613417258333,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17
62,2014-03-01,76.367167,64.40162,0.12867,40.912213,0.1693,0.09463621,10.212,15.5,7.6,30.5,1.5,51.455752177,16.67,4.232051811,0.0,1.0,38.417814444,1.234151254,102315.0,455.3030303030303,580.3030303030303,252.5757575757576,251.66666666666663,232.66666666666663,475.0,447.7272727272728,271.5151515151516,269.04761904761904,265.7142857142857,2860.0,91157.0,73720.0,18622.0,1916.816,1155.309,258.166,21.5,10.212,622.499117,0.12867,40.912213,6.197,5.686,104.357803988,105.357803988,-18.714690345999998,2014,3,1,124.072494334,88.22111573699999,156.5,113.4,98.5,105.88380468633335,111.85856900983333,117.65761783825,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
63,2014-04-01,75.849265,47.445882,128.607652,102.177586,3.114449,0.731193495,16.328,39.2,31.7,26.2,1.5,66.794148286,19.08,5.165381468,8.7,1.5,40.574363251,0.577271851,103633.0,343.1818181818182,513.1944444444445,252.95454545454547,252.5,231.8181818181818,475.0,444.4318181818182,271.47727272727275,267.32142857142856,282.8125,3163.0,78558.0,69640.0,14100.0,1550.999,1230.455,337.416,15.45,16.328,872.5797620000001,128.607652,102.177586,7.674,9.78,127.439529754,128.93952975399998,23.581725765999977,2014,4,2,105.357803988,124.072494334,88.22111573699999,94.1,100.84000000000002,119.45660935866668,117.66515730216666,119.99924531775001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0
64,2014-05-01,77.63095,28.514475,0.0,111.855026,3.7523,1.41921259,24.327,39.2,31.7,54.6,1.4,56.359527073,17.88,3.5223528,13.9,16.0,38.583067118,1.229341272,103488.0,291.47727272727275,0.0,252.6136363636364,259.375,231.625,475.0,442.5,271.3636363636364,267.32142857142856,266.71875,3025.0,74747.0,63816.0,12463.0,1243.469,1152.972,355.357,25.96,24.327,756.3799740000001,0.0,111.855026,7.381,9.91,147.661879873,163.661879873,34.722350119000026,2014,5,2,128.93952975399998,105.357803988,124.072494334,102.9,133.70000000000002,132.65307120500003,127.792137281,122.49606864049998,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0
65,2014-06-01,83.673371,61.065964,0.259365,96.366804,3.488128,1.413135298,24.327,39.2,31.7,70.2,1.6,58.125696604000005,17.81,5.305285403,3.9,1.5,38.920156861,1.122685051,98808.0,357.0075757575757,0.0,249.39393939393935,257.2916666666667,232.40740740740745,475.0,440.2272727272728,271.25,265.8928571428572,262.1875,2904.0,68560.0,68359.0,14183.0,1346.622,1253.293,219.675,21.2,24.327,810.504831,0.259365,96.366804,7.056,8.292,156.940982007,158.440982007,-5.220897866000001,2014,6,2,163.661879873,128.93952975399998,105.357803988,156.5,162.2,150.347463878,128.11563428216667,122.18281714108332,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
66,2014-07-01,89.08115,38.674526,0.0,118.671967,6.04238,3.863344285,17.109,49.4,38.9,24.3,1.32,73.918077009,22.09,3.722714448000001,2.2,25.800000000000004,40.527117948,0.586402052,99521.0,375.0,0.0,251.8181818181818,257.5,233.5185185185185,469.0,428.48484848484856,271.3636363636364,266.42857142857144,268.95833333333337,3511.0,63295.0,71849.0,15822.0,1605.918,1196.945,207.51,46.8,17.109,748.117033,0.0,118.671967,6.942,18.726,127.55079145700002,153.350791457,-5.090190549999988,2014,7,3,158.440982007,163.661879873,128.93952975399998,88.22111573699999,132.8,158.48455111233338,138.9705802355,123.89538309583332,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16
67,2014-08-01,80.260192,43.0181,0.0,88.956743,7.678159,3.331705123,31.6,49.4,38.9,24.3,1.5,55.057442561,16.93,5.555499901,3.7,0.7,40.831345283,1.657179599,99547.0,428.8636363636364,454.54545454545456,256.3636363636364,269.5,237.8181818181818,468.75,423.7272727272728,266.8181818181818,267.42857142857144,276.3333333333333,3209.0,81457.0,68464.0,12688.0,1330.542,1195.348,157.78,29.22,31.6,1070.601257,0.0,88.956743,7.17,14.181,107.042942462,107.74294246200002,-45.607848995,2014,8,3,153.350791457,158.440982007,163.661879873,124.072494334,97.8,139.8449053086667,136.24898825683334,124.72396163433335,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16
68,2014-09-01,87.304648,75.454775,128.074454,130.29127,9.403671,4.424756229,8.321,49.4,38.9,20.4,1.4,55.87425352500001,21.0,4.440346797,1.3,11.6,42.283871876,0.71476197,101622.0,337.5,370.45454545454544,254.88636363636363,266.25,234.5,457.2916666666667,415.79545454545456,271.47727272727275,269.375,272.9166666666667,2420.0,66695.0,57050.0,10881.0,1149.026,877.212,200.715,14.48,8.321,626.830276,128.074454,130.29127,5.492,12.295,104.414600322,116.014600322,8.27165785999999,2014,9,3,107.74294246200002,153.350791457,158.440982007,105.357803988,113.4,125.70277808033337,138.02512097916667,124.9418449945,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
